"","outletID","estID","east_DD","south_DD","est_name","full_ecosystem_type_name","est_ecosystem_type_code","biogeographical_zone","efz_ha","condition24","condition18","condition11","fishing_effort24","fishing_effort18","fishing_effort11","hund_km_zone","hund_km_zone_cond","fish","fish2018","efz_area","sum_area24pa","sum_area18pa","mod11","mod18","mod24","pes11","pes18","pes24"
"110",169,110,27.811883,-33.0855969722222,"Hlozi","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",40.9490719991,84.7512993703492,84.4312993703492,83.375,"L","L","L",23,74.5466017575052,85,85,409490.755847003,131460.811532488,131460.811532488,"NearNatural","NearNatural","NearNatural","B","B","B"
"111",170,111,27.8396879722222,-33.0708288888889,"Hickman's","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",25.87429989107,66.9,83.9744208816199,84.7,"L","L","L",23,74.5466017575052,65,75,258742.981595697,37790.416358248,37790.416358248,"NearNatural","NearNatural","Moderate","B","B","C"
"112",173,112,27.916318,-33.0267988888889,"Buffalo","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",137.542511244,40.1,48.625,59.05,"VH","H","L",24,76.9946488948117,40,45,1375425.16633214,447.337971161411,0,"Heavily","Heavily","Heavily","D","D","D"
"113",174,113,27.9276939722222,-33.0069444444444,"Blind","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",14.30340953292,53.6,56.4,66.8,"L","L","L",24,76.9946488948117,45,55,143034.097321361,0,0,"Moderate","Heavily","Heavily","C","D","D"
"114",175,114,27.949356,-32.9892308333333,"Hlaze (iHlanze)","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",7.86347492102,51.65,59.6,74.75,"L","L","L",24,76.9946488948117,45,65,78634.7557224621,46247.5948246225,46247.5948246225,"NearNatural","Moderate","Heavily","B","C","D"
"115",176,115,27.9517039972222,-32.9864377777778,"Nahoon","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",178.5132987146,60.27040875,70.125,66.625,"VH","H","H",24,76.9946488948117,50,55,1785132.27273204,515965.46572857,515965.46572857,"Moderate","Moderate","Moderate","C","C","C"
"116",177,116,27.9648329722222,-32.9742027777778,"Qinira (Quinirha)","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",110.7338595339,78.5420517833867,77.525462140064,76.45,"H","M","M",24,76.9946488948117,55,65,1107338.91252358,898667.07788257,898667.07788257,"NearNatural","NearNatural","NearNatural","B","B","B"
"117",178,117,28.0348989972222,-32.9338759722222,"Gqunube","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",176.2817262844,77.8951246482334,82.2041495778801,78.25,"H","M","M",24,76.9946488948117,55,70,1762817.1575067,87.260717874562,87.260717874562,"NearNatural","NearNatural","NearNatural","B","B","B"
"118",180,118,28.077002,-32.9073597222222,"Kwelera (Kwelerha)","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",121.5511579852,83.3847166202561,84.1347166202561,84.375,"H","H","H",24,76.9946488948117,70,70,1215511.6578943,80301.9234345935,80301.9234345935,"NearNatural","NearNatural","NearNatural","B","B","B"
"119",181,119,28.093391,-32.8913347222222,"Bulura (Bulurha)","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",135.4464771722,84.8435672021384,83.8685672021384,80.975,"H","H","H",24,76.9946488948117,65,65,1354463.12687732,16537.7047234999,16537.7047234999,"NearNatural","NearNatural","NearNatural","B","B","B"
"120",183,120,28.1104239722222,-32.8608769444444,"Cunge","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",8.713317600071,89.15,90.4,90.125,"L","L","L",24,76.9946488948117,85,85,87133.1893874371,19705.1515958029,19705.1515958029,"Natural","Natural","NearNatural","A","A","B"
"121",184,121,28.1170439972222,-32.8314319444444,"Cintsa","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",122.6058125995,79.6883116232465,80.6883116232465,71.475,"M","M","L",24,76.9946488948117,70,70,1226058.10212394,16057.8360100334,16057.8360100334,"Moderate","NearNatural","NearNatural","C","B","B"
"122",185,122,28.137098,-32.8094638888889,"Cefane","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",176.4944869796,85.3367405063291,86.3367405063291,86.8,"M","M","L",24,76.9946488948117,80,80,1764944.77084645,5749.78355281835,5749.78355281835,"NearNatural","NearNatural","NearNatural","B","B","B"
"123",186,123,28.151588,-32.7987747222222,"Kwenxura (Kwenxurha)","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",126.1232498294,89.9845002465191,91.4845002465191,89.5,"M","M","L",24,76.9946488948117,80,80,1261232.45110134,33989.4855755366,33989.4855755366,"Natural","Natural","Natural","A","A","A"
"124",187,124,28.1820169722222,-32.7852299722222,"Nyara (Nyarha)","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",55.2959582253,88.8609848179304,91.2359848179304,91.225,"L","L","L",24,76.9946488948117,85,85,552959.522439019,244737.400294961,244737.400294961,"Natural","Natural","NearNatural","A","A","B"
"125",189,125,28.2369759722222,-32.7700369444444,"Imtwendwe (Mtwendwe)","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",15.86854357783,90.1189431171031,91.3689431171031,87.375,"L","L","L",24,76.9946488948117,85,85,158685.439573993,102114.782708336,102114.782708336,"NearNatural","Natural","Natural","B","A","A"
"126",190,126,28.2531849722222,-32.7619169444444,"Haga-haga","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",25.5190300853,87.883457183152,89.133457183152,84.5,"L","L","L",24,76.9946488948117,85,85,255190.335199692,96415.3510540265,96415.3510540265,"NearNatural","NearNatural","NearNatural","B","B","B"
"127",192,127,28.285847,-32.7407877777778,"Mtendwe","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",17.13533690812,88.8016922692644,91.7766922692644,84.375,"L","L","L",24,76.9946488948117,85,85,171353.352994216,120389.851660315,119943.359068631,"NearNatural","Natural","NearNatural","B","A","B"
"128",194,128,28.3095379722222,-32.7256397222222,"Quko","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",102.0789426367,90.8757566568478,93.6257566568478,90.375,"L","L","L",24,76.9946488948117,85,95,1020789.44026708,318576.117849103,318576.117849103,"Natural","Natural","Natural","A","A","A"
"129",195,129,28.3440469722222,-32.7085969444444,"Morgan","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",83.496678006,82.5534656258817,81.3034656258817,73.7,"H","H","L",24,76.9946488948117,70,70,834966.700835873,659781.332589394,659781.332589394,"Moderate","NearNatural","NearNatural","C","B","B"
"130",196,130,28.3737369722222,-32.6908927777778,"Cwili","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",14.72332459769,86.1528522920204,87.5278522920204,83.45,"L","L","L",24,76.9946488948117,85,85,147233.247486243,87270.0340229234,87270.0340229234,"NearNatural","NearNatural","NearNatural","B","B","B"
"131",197,131,28.385964,-32.6798869444444,"Great Kei","2 Warm Temperate - Large Fluvially Dominated","W-LFD","bWTemp",572.5820879385,68.2083333333333,72.8613006645051,69.625,"VH","H","H",24,76.9946488948117,70,60,5725821.12925239,160869.727800652,160869.727800652,"Moderate","Moderate","Moderate","C","C","C"
"132",198,132,28.3991299722222,-32.6661577777778,"Gxara (Gxarha)","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",68.4757823101,89.1351045296167,88.6601045296167,87.1,"L","L","L",24,76.9946488948117,85,85,684757.834833071,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"133",200,133,28.4216416666667,-32.6486972222222,"Ngogwane","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",22.50359026415,85.6281297709924,85.1531297709924,84.1,"L","L","L",24,76.9946488948117,85,85,225036.211910781,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"134",201,134,28.4349416666667,-32.6299166666667,"Qolora (Qolorha)","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",69.3128522311,87.9324571725506,86.9574571725506,86.55,"L","L","L",24,76.9946488948117,85,85,693128.5914578,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"135",202,135,28.4379666666667,-32.6284722222222,"Ncizele","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",22.85070672592,91.5876435732409,91.6126435732409,87.1,"L","L","L",24,76.9946488948117,85,85,228507.025562836,0,0,"NearNatural","Natural","Natural","B","A","A"
"136",203,136,28.4458777777778,-32.6254583333333,"Timba","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",9.194860506547,84.6733909895414,86.4233909895414,90.125,"L","L","L",24,76.9946488948117,85,85,91948.6231995902,0,0,"Natural","NearNatural","NearNatural","A","B","B"
"137",205,137,28.490359,-32.6078358333333,"Kobonqaba (Khobonqaba)","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",115.0811100961,85.4446826324056,86.8696826324056,86.625,"L","L","L",24,76.9946488948117,80,80,1150875.13818906,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"138",206,138,28.5262589722222,-32.5847309722222,"Nxaxo/Ngqusi","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",269.5252663234,82.1419770258442,84.6169770258442,82.025,"H","H","L",24,76.9946488948117,70,70,2695292.83358068,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"139",208,139,28.5858269972222,-32.5211869444444,"Cebe","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",82.0582529633,90.1151126891016,92.8651126891016,88.35,"L","L","L",25,84.1584235557636,85,95,820804.536140431,0,0,"NearNatural","Natural","Natural","B","A","A"
"140",209,140,28.589511,-32.518801,"Gqunqe","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",79.0791538369,90.0616284344493,92.8116284344493,92.125,"L","L","L",25,84.1584235557636,85,95,790791.577005527,0,0,"Natural","Natural","Natural","A","A","A"
"141",210,141,28.603127,-32.5026439722222,"Zalu","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",68.7964958928,87.5328402366864,89.2828402366864,91,"L","L","L",25,84.1584235557636,85,85,687964.96272291,0,0,"Natural","NearNatural","NearNatural","A","B","B"
"142",211,142,28.614056,-32.494205,"Ngqwara (Ngqwarha)","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",78.9106314891,88.6744871392433,90.9244871392433,91,"L","L","L",25,84.1584235557636,85,90,789106.303090231,0,0,"Natural","Natural","NearNatural","A","A","B"
"143",212,143,28.6448229722222,-32.4813769444444,"Sihlontlweni","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",55.2273604755,89.4483594842298,91.6983594842298,89.5,"L","L","L",25,84.1584235557636,85,90,552273.62045153,0,0,"Natural","Natural","NearNatural","A","A","B"
"144",213,144,28.65593,-32.4626597222222,"Nebelele","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",29.7702328159,89.1987146270063,90.5487146270063,93.475,"L","L","L",25,84.1584235557636,85,90,297702.292170718,0,0,"Natural","Natural","NearNatural","A","A","B"
"145",214,145,28.673465,-32.44637,"Qora (Qhorha)","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",133.9093521481,84.8651370766752,89.5901370766752,88.225,"VH","H","L",25,84.1584235557636,70,80,1339093.40640703,0,0,"NearNatural","Natural","NearNatural","B","A","B"
"146",216,146,28.693961,-32.4311,"Jujura (Jujurha)","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",30.2784726263,85.9179972622533,88.2679972622533,88.875,"L","L","L",25,84.1584235557636,85,85,302784.742196572,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"147",217,147,28.7086809722222,-32.4183499722222,"Ngadla","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",40.7469403187,89.7828498074454,91.5328498074454,90.125,"L","L","L",25,84.1584235557636,85,85,407469.468369453,0,0,"Natural","Natural","Natural","A","A","A"
"148",219,148,28.7255129722222,-32.4031008333333,"Shixini","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",116.3518159551,90.3457879917122,92.3457879917122,89.375,"M","M","L",25,84.1584235557636,80,80,1163802.55738487,0,0,"NearNatural","Natural","Natural","B","A","A"
"149",220,149,28.7520789972222,-32.3748588888889,"Beechamwood","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",20.14606761645,87.7083333333333,91.2083333333333,98.175,"L","L","L",25,84.1584235557636,85,90,201460.674548354,0,0,"Natural","Natural","NearNatural","A","A","B"
"150",221,150,28.7581769722222,-32.3700419444444,"Kwazlelitsha (Kwazwedala)","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",32.12601298803,90.4574324324324,92.7074324324324,98.175,"L","L","L",25,84.1584235557636,85,90,321260.165904845,0,0,"Natural","Natural","Natural","A","A","A"
"151",222,151,28.7615149722222,-32.3664027777778,"Kwa-Goqo","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",30.9389539716,89.1111675126904,91.3611675126904,98.175,"L","L","L",25,84.1584235557636,85,90,309389.567223049,0,0,"Natural","Natural","NearNatural","A","A","B"
"152",223,152,28.7777959722222,-32.3488238888889,"Ku-Nocekedwa","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",33.68528047697,90.392550831793,92.642550831793,98.175,"L","L","L",25,84.1584235557636,85,90,336852.839269251,0,0,"Natural","Natural","Natural","A","A","A"
"153",224,153,28.7903309722222,-32.3397138888889,"Nqabara/Nqabarana","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",307.7086926596,87.0344134234049,91.2594134234049,87.5,"M","M","L",25,84.1584235557636,80,85,3077809.3301333,0,0,"NearNatural","Natural","NearNatural","B","A","B"
"154",227,154,28.8295055555556,-32.3052638888889,"Ngomane (East)","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",25.85155812808,84.65,86.625,87,"L","L","L",25,84.1584235557636,85,85,258515.568382663,258422.937395388,258422.937395388,"NearNatural","NearNatural","NearNatural","B","B","B"
"155",228,155,28.8373109722222,-32.301163,"Ngoma/Kobule","2 Warm Temperate - Small Temporarily Closed","W-STC","bWTemp",88.8150481,90.7205836783211,92.9705836783211,91.125,"L","L","L",25,84.1584235557636,85,90,888150.51862736,888150.518627591,888150.518627591,"Natural","Natural","Natural","A","A","A"
"156",230,156,28.877787,-32.2809158333333,"Mendu","2 Warm Temperate - Large Temporarily Closed","W-LTC","bWTemp",107.3640612226,88.9285190898573,91.9285190898573,92.125,"M","M","L",25,84.1584235557636,80,90,1073548.84515706,1073548.8451577,1073548.8451577,"Natural","Natural","NearNatural","A","A","B"
"157",231,157,28.8842379972222,-32.268926,"Mendwana","2 Warm Temperate - Predominantly Open","W-PO","bWTemp",27.7591289997,91.5643686874716,94.5643686874716,90.625,"M","M","L",25,84.1584235557636,80,90,277591.30566819,277591.305668007,277591.305668007,"Natural","Natural","Natural","A","A","A"
"158",233,158,28.9019009972222,-32.249985,"Mbashe","3 Subtropical - Large Fluvially Dominated","S-LFD","cSubTrop",469.7562651812,73.5708333333333,85.55,71.25,"VH","VH","H",25,84.1584235557636,60,55,4697562.78887755,2399158.5784815,2399158.5784815,"Moderate","NearNatural","Moderate","C","B","C"
"159",234,159,28.914417,-32.2438269444444,"Ku-Mpenzu","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",31.6990034962,88.629130268036,90.379130268036,89.15,"L","L","L",25,84.1584235557636,85,95,316989.961236919,316989.961237217,316989.961237217,"NearNatural","Natural","NearNatural","B","A","B"
"160",235,160,28.928003,-32.2281069444444,"Ku-Bhula (Mbhanyana)","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",58.7326658003,88.5860783575514,91.8360783575514,91.225,"H","M","L",25,84.1584235557636,75,85,587326.662701609,587326.662701874,587326.662701874,"Natural","Natural","NearNatural","A","A","B"
"161",238,161,28.9468833333333,-32.2052944444444,"Kwa-Suku","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",21.35809972389,88.775,89.775,89.225,"M","M","L",25,84.1584235557636,80,80,213581.004003512,213232.267710004,213232.267710004,"NearNatural","Natural","NearNatural","B","A","B"
"162",239,162,28.956662,-32.1947027777778,"Ntlonyane","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",89.6618962248,81.9212417202329,85.6462417202329,76.45,"M","M","L",25,84.1584235557636,70,70,896618.98379369,769627.077938706,769627.077938706,"NearNatural","NearNatural","NearNatural","B","B","B"
"163",241,163,28.974858,-32.1775,"Nkanya","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",62.0555732816,86.1207244655582,87.3707244655582,84.2,"L","L","L",25,84.1584235557636,80,80,620555.72763616,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"164",242,164,28.98198,-32.173425,"Sundwana","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",25.19694229526,90.7747527812114,93.0247527812114,96.8,"L","L","L",25,84.1584235557636,85,90,251969.408393865,0,0,"Natural","Natural","Natural","A","A","A"
"165",243,165,28.9955849722222,-32.1586338888889,"Xora","3 Subtropical - Predominantly Open","S-PO","cSubTrop",261.4578708891,75.5809183925,88.4559033987839,88.125,"VH","H","L",25,84.1584235557636,65,70,2615222.70981036,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"166",244,166,29.0115179722222,-32.1380077777778,"Bulungula","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",67.3717386674,87.3545162366211,90.3295162366211,88.025,"L","L","L",25,84.1584235557636,85,85,673717.393686002,0,0,"NearNatural","Natural","NearNatural","B","A","B"
"167",245,167,29.0333809972222,-32.1149247222222,"Ku-Amanzimuzama","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",12.96114750248,90.4111623841162,93.2611623841162,90.2,"L","L","L",25,84.1584235557636,85,90,129611.486750122,0,0,"Natural","Natural","Natural","A","A","A"
"168",247,168,29.0624199722222,-32.0986389722222,"Nqakanqa","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",16.8933913329,83.7387158145065,88.0387158145065,94.7,"L","L","L",25,84.1584235557636,85,95,168933.913922834,0,0,"Natural","NearNatural","NearNatural","A","B","B"
"169",248,169,29.069334,-32.0885839722222,"Mdikana","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",17.01477519615,87.825,91.8,94.7,"L","L","L",25,84.1584235557636,85,90,170147.75475111,0,0,"Natural","Natural","NearNatural","A","A","B"
"170",249,170,29.076077,-32.0827058333333,"Mncwasa","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",116.69985487,85.9437255288551,86.7937255288551,85.625,"L","L","L",25,84.1584235557636,85,85,1166999.36040488,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"171",253,171,29.1076949722222,-32.0402369444444,"Mpako","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",51.5486065248,87.0551176100404,87.2551176100405,83.75,"M","M","L",25,84.1584235557636,75,75,515486.051234707,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"172",259,172,29.15181,-31.985485,"Nenga","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",33.61742438374,72.6479959828,71.6479959828,74.025,"M","M","L",26,81.57067549517,70,70,336174.213577849,0,0,"Moderate","Moderate","Moderate","C","C","C"
"173",260,173,29.1687159972222,-31.9699477777778,"Mapuzi","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",12.23801955,86.9837304734439,86.9337304734439,84.075,"L","L","L",26,81.57067549517,75,75,122380.150699409,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"174",261,174,29.183758,-31.9529627777778,"Mtata","3 Subtropical - Predominantly Open","S-PO","cSubTrop",545.6061629233,68.1722541871109,65.3886658088467,57.56,"VH","H","H",26,81.57067549517,60,45,5456159.40586813,0,0,"Heavily","Moderate","Moderate","D","C","C"
"175",262,175,29.20886,-31.9449597222222,"Thsani","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",12.55395107033,81.7431732580038,84.5168079096045,83.575,"L","L","L",26,81.57067549517,75,75,125539.53107827,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"176",263,176,29.2162989722222,-31.93145,"Mdumbi","3 Subtropical - Predominantly Open","S-PO","cSubTrop",254.8898006354,85.3698710709293,86.1198710709293,84.075,"H","H","H",26,81.57067549517,70,70,2548898.00562987,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"177",269,177,29.243925,-31.8961977777778,"Lwandilana","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",49.5746668626,86.4856562554741,90.7856562554741,91.2,"L","L","L",26,81.57067549517,85,90,495746.654390975,0,0,"Natural","Natural","NearNatural","A","A","B"
"178",270,178,29.247536,-31.8909447222222,"Lwandile","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",100.5296387455,89.0848913569235,90.8348913569235,90.125,"L","L","L",26,81.57067549517,85,90,1005296.46755324,0,0,"Natural","Natural","NearNatural","A","A","B"
"179",274,179,29.270247,-31.8592697222222,"Mtakatye","3 Subtropical - Predominantly Open","S-PO","cSubTrop",247.7144406038,87.0822586754643,88.3322586754643,85.25,"H","H","H",26,81.57067549517,75,75,2478021.32478118,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"180",276,180,29.303612,-31.8274077777778,"Hluleka","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",30.075850265,87.9333139340144,90.1833139340144,90.375,"L","L","L",26,81.57067549517,85,90,300758.513722646,252300.910582421,252300.910582421,"Natural","Natural","NearNatural","A","A","B"
"181",277,181,29.3300899722222,-31.8075619444444,"Mnenu","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",196.9948675621,88.5882408398886,90.5882408398886,87.275,"M","M","L",26,81.57067549517,80,85,1969948.68082908,5731.06632714948,5731.06632714948,"NearNatural","Natural","NearNatural","B","A","B"
"182",278,182,29.3482909722222,-31.7932608333333,"Mtonga","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",56.2386953544,67.2941034465964,89.5241034465964,87.225,"L","L","L",26,81.57067549517,65,85,562386.959791223,0,0,"NearNatural","Natural","Moderate","B","A","C"
"183",281,183,29.357143,-31.7622488888889,"Mpande","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",51.3352733096,88.8369874734284,90.5869874734284,89.95,"L","L","L",26,81.57067549517,85,90,513352.698275841,0,0,"Natural","Natural","NearNatural","A","A","B"
"184",282,184,29.3698939722222,-31.750498,"Sinangwana","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",123.079879584,86.5745424836601,87.3245424836601,82.875,"L","L","L",26,81.57067549517,80,80,1230798.73874846,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"185",284,185,29.422861,-31.6921769444444,"Mngazana","3 Subtropical - Predominantly Open","S-PO","cSubTrop",767.8267514548,80.7364628105043,80.5472471242298,76.725,"VH","H","H",26,81.57067549517,60,60,7706352.46759785,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"186",285,186,29.463134,-31.6771838888889,"Mngazi","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",434.2884474423,84.325,78.125,71.575,"H","H","L",26,81.57067549517,75,60,4342884.27472289,0,0,"Moderate","NearNatural","NearNatural","C","B","B"
"187",288,187,29.506893,-31.6554738888889,"Gxwaleni","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",16.1340999082,90.791086817768,93.166086817768,91.175,"L","L","L",26,81.57067549517,85,90,161341.027787533,28263.2385964394,28263.2385964394,"Natural","Natural","Natural","A","A","A"
"188",289,188,29.5177489972222,-31.6506809722222,"Bulolo","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",13.19648959621,78.6669117647059,80.8919117647059,84.15,"M","M","L",26,81.57067549517,60,60,131971.083773025,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"189",290,189,29.520481,-31.6478627777778,"Mtumbane","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",15.50661637306,80.8241774033697,80.4409811694747,84.875,"L","L","L",26,81.57067549517,75,75,155066.139954771,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"190",291,190,29.5499289722222,-31.6311408333333,"Mzimvubu","3 Subtropical - Large Fluvially Dominated","S-LFD","cSubTrop",842.6759674787,80.045,80.795,74.25,"H","H","H",26,81.57067549517,45,45,8426760.6920631,102121.965835325,102121.965835325,"Moderate","NearNatural","NearNatural","C","B","B"
"191",294,191,29.5812275,-31.6089619444444,"Ntlupeni","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",30.80910608547,89.2851093264948,92.8851093264948,87.725,"L","L","L",26,81.57067549517,85,85,308091.126543366,214372.86864386,214372.86864386,"NearNatural","Natural","NearNatural","B","A","B"
"192",296,192,29.6081638888889,-31.5942833333333,"Nkodusweni","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",100.0281444837,87.1714483120415,90.1464483120415,84.225,"L","L","L",26,81.57067549517,80,80,1000281.29630046,137910.545054534,137910.545054534,"NearNatural","Natural","NearNatural","B","A","B"
"193",300,193,29.637729,-31.5625188888889,"Mntafufu","3 Subtropical - Predominantly Open","S-PO","cSubTrop",277.4758020419,86.1453239961975,87.8953239961975,84.575,"H","H","H",26,81.57067549517,75,75,2775134.37138589,288639.519895102,288639.519895102,"NearNatural","NearNatural","NearNatural","B","B","B"
"194",303,194,29.6608055555556,-31.5491444444444,"Ingo","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",34.7199277253,89.775,93.75,94,"L","L","L",26,81.57067549517,85,90,347199.219703293,164112.077762261,164112.077762261,"Natural","Natural","Natural","A","A","A"
"195",306,195,29.6897909722222,-31.5226438888889,"Mzintlava","3 Subtropical - Predominantly Open","S-PO","cSubTrop",108.8092251283,88.2641669119746,90.6141669119746,83.325,"H","H","H",26,81.57067549517,75,75,1089469.77215108,195641.115939478,195641.115939478,"NearNatural","Natural","NearNatural","B","A","B"
"196",310,196,29.723106,-31.4799588888889,"Mzimpunzi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",67.8469439386,86.7438601525099,89.2188601525099,89.6,"L","L","L",27,84.2057672972988,85,85,678469.317409269,363831.669074536,363831.669074536,"Natural","NearNatural","NearNatural","A","B","B"
"197",311,197,29.7341861111111,-31.4680623611111,"Kwanyambalala","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",24.8157459752,83.6812977099237,84.4312977099237,87,"H","H","L",27,84.2057672972988,65,65,248157.442298163,146968.401121066,146968.401121066,"NearNatural","NearNatural","NearNatural","B","B","B"
"198",312,198,29.7343222222222,-31.46684,"Mbotyi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",64.0844586651,83.4457555250833,84.1957555250833,86.375,"H","H","L",27,84.2057672972988,65,65,640844.574739706,160501.257540107,160501.257540107,"NearNatural","NearNatural","NearNatural","B","B","B"
"199",314,199,29.7615739722222,-31.4485338888889,"Mkozi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",38.1339412313,88.1082369974139,91.9582369974138,92.475,"L","L","L",27,84.2057672972988,85,95,381339.376045466,197797.69398376,197797.69398376,"Natural","Natural","NearNatural","A","A","B"
"200",316,200,29.7683333333333,-31.445,"Sikatsha","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",13.30442738978,91.2236259348,93.9736259348,94.725,"L","L","L",27,84.2057672972988,85,95,133044.301316058,87343.5362641361,87343.5362641361,"Natural","Natural","Natural","A","A","A"
"201",323,201,29.851479,-31.4232808333333,"Lupatana","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",14.54901784893,90.1667070379554,88.6667070379554,94.725,"L","L","L",27,84.2057672972988,85,95,145490.22199013,64772.7421288688,64772.7421288688,"Natural","NearNatural","Natural","A","B","A"
